SEASON_ID,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE
42014,1610612758,Sacramento Kings,82,29,53,0.354,48.4,36.7,80.7,0.455,5.6,16.5,0.341,22.3,29.3,0.762,10.9,33.3,44.2,20.3,16.3,6.7,4.0,6.2,20.7,101.3,-3.7,102.5,106.5,-4.0,0.554,1.25,15.6,0.265,0.752,0.518,0.164,0.49,0.542,97.92,0.485
42014,1610612759,San Antonio Spurs,82,55,27,0.671,48.7,39.1,83.6,0.468,8.3,22.5,0.367,16.7,21.4,0.78,9.8,33.8,43.6,24.4,14.0,8.0,5.4,4.4,19.1,103.2,6.2,106.2,99.6,6.6,0.623,1.75,18.6,0.234,0.773,0.509,0.144,0.517,0.555,95.93,0.545
42014,1610612761,Toronto Raptors,82,49,33,0.598,48.4,37.9,83.3,0.455,8.9,25.1,0.352,19.3,24.6,0.787,10.7,30.8,41.5,20.7,12.9,7.5,4.4,5.0,20.9,104.0,3.1,108.1,104.8,3.2,0.547,1.61,16.2,0.256,0.733,0.495,0.134,0.508,0.553,95.4,0.506
42014,1610612762,Utah Jazz,82,38,44,0.463,48.1,35.4,79.2,0.447,7.4,21.7,0.343,17.0,23.5,0.721,12.0,31.9,44.0,19.9,15.3,7.6,6.0,4.7,19.3,95.1,0.2,102.5,102.1,0.5,0.563,1.3,16.0,0.291,0.763,0.528,0.165,0.494,0.531,92.78,0.507
42014,1610612764,Washington Wizards,82,46,36,0.561,48.7,38.3,82.8,0.462,6.1,16.8,0.36,15.9,21.4,0.742,10.5,34.2,44.7,24.0,15.0,7.3,4.6,4.3,20.8,98.5,0.7,101.8,100.0,1.9,0.627,1.6,18.3,0.249,0.773,0.517,0.155,0.499,0.534,95.96,0.525
42015,1610612737,Atlanta Hawks,82,48,34,0.585,48.4,38.6,84.4,0.458,9.9,28.4,0.35,15.6,20.0,0.783,8.3,33.8,42.1,25.6,15.0,9.1,5.9,5.0,19.1,102.8,3.6,103.0,98.8,4.1,0.663,1.71,19.1,0.191,0.746,0.475,0.15,0.516,0.552,99.4,0.528
42015,1610612738,Boston Celtics,82,48,34,0.585,48.2,39.2,89.2,0.439,8.7,26.1,0.335,18.5,23.5,0.788,11.6,33.3,44.9,24.2,13.7,9.2,4.2,5.5,21.9,105.7,3.2,103.9,100.9,3.0,0.616,1.76,17.6,0.251,0.746,0.494,0.135,0.488,0.531,101.15,0.52
42015,1610612751,Brooklyn Nets,82,21,61,0.256,48.2,38.2,84.4,0.453,6.5,18.4,0.352,15.7,20.7,0.757,10.5,31.9,42.4,22.3,14.8,7.6,4.0,5.2,18.0,98.6,-7.4,100.9,108.5,-7.6,0.583,1.51,17.1,0.241,0.757,0.494,0.151,0.492,0.527,97.37,0.46
42015,1610612766,Charlotte Hornets,82,48,34,0.585,48.4,37.0,84.4,0.439,10.6,29.4,0.362,18.7,23.7,0.79,9.0,35.0,43.9,21.7,12.5,7.3,5.3,5.5,18.1,103.4,2.7,105.1,101.8,3.3,0.586,1.73,16.8,0.2,0.798,0.496,0.127,0.502,0.545,97.8,0.511
42015,1610612741,Chicago Bulls,82,42,40,0.512,48.5,38.6,87.4,0.441,7.9,21.4,0.371,16.5,21.0,0.787,11.1,35.2,46.3,22.8,13.9,6.0,5.7,5.7,18.8,101.6,-1.5,102.1,103.9,-1.8,0.591,1.64,17.1,0.245,0.749,0.502,0.14,0.487,0.526,98.25,0.494
42015,1610612739,Cleveland Cavaliers,82,57,25,0.695,48.4,38.7,84.0,0.46,10.7,29.6,0.362,16.3,21.7,0.748,10.6,33.9,44.5,22.7,13.6,6.7,3.9,4.4,20.3,104.3,6.0,108.1,102.3,5.8,0.587,1.67,17.5,0.251,0.785,0.52,0.141,0.524,0.558,95.48,0.528
42015,1610612742,Dallas Mavericks,82,42,40,0.512,48.8,37.4,84.1,0.444,9.8,28.6,0.344,17.7,22.3,0.794,9.2,33.9,43.1,22.1,12.8,6.8,3.7,4.4,19.5,102.3,-0.3,104.8,104.3,0.6,0.592,1.73,17.2,0.206,0.762,0.485,0.131,0.502,0.544,96.4,0.503
42015,1610612743,Denver Nuggets,82,33,49,0.402,48.4,37.7,85.4,0.442,8.0,23.7,0.338,18.5,24.1,0.766,11.5,33.1,44.6,22.7,14.7,7.4,4.8,6.3,21.0,101.9,-3.1,102.7,106.4,-3.7,0.601,1.55,17.0,0.258,0.773,0.511,0.148,0.489,0.531,98.16,0.479
42015,1610612765,Detroit Pistons,82,44,38,0.537,48.5,37.9,86.4,0.439,9.0,26.2,0.345,17.1,25.5,0.668,12.5,33.9,46.3,19.4,13.5,7.0,3.7,4.5,19.0,102.0,0.6,103.3,103.4,-0.2,0.512,1.44,14.9,0.27,0.793,0.521,0.137,0.491,0.522,97.39,0.486
42015,1610612744,Golden State Warriors,82,73,9,0.89,48.5,42.5,87.3,0.487,13.1,31.6,0.416,16.7,21.8,0.763,10.0,36.2,46.2,28.9,15.2,8.4,6.1,4.1,20.7,114.9,10.8,112.5,100.9,11.6,0.68,1.91,20.5,0.235,0.76,0.513,0.149,0.563,0.593,101.65,0.567
42015,1610612745,Houston Rockets,82,41,41,0.5,48.4,37.7,83.5,0.452,10.7,30.9,0.347,20.4,29.4,0.694,11.3,31.7,43.1,22.2,15.9,10.0,5.2,4.9,21.8,106.5,0.2,105.5,105.6,-0.2,0.589,1.39,16.5,0.257,0.728,0.491,0.158,0.516,0.553,100.08,0.49
42015,1610612754,Indiana Pacers,82,45,37,0.549,48.5,38.3,85.2,0.45,8.1,23.0,0.351,17.4,22.8,0.764,10.3,33.9,44.2,21.2,14.9,9.0,4.8,4.5,20.0,102.2,1.7,102.4,100.2,2.2,0.554,1.43,16.2,0.234,0.76,0.498,0.149,0.497,0.536,98.99,0.518
42015,1610612746,Los Angeles Clippers,82,53,29,0.646,48.4,38.3,82.4,0.465,9.7,26.7,0.364,18.2,26.2,0.692,8.8,33.3,42.0,22.8,13.0,8.6,5.6,3.2,21.3,104.5,4.3,106.5,100.9,5.5,0.596,1.76,17.6,0.201,0.738,0.474,0.132,0.524,0.556,97.97,0.533
42015,1610612747,Los Angeles Lakers,82,17,65,0.207,48.1,35.1,84.8,0.414,7.8,24.6,0.317,19.3,24.7,0.781,10.7,32.3,43.0,18.0,13.7,7.2,4.1,5.6,20.3,97.3,-9.6,98.6,109.3,-10.7,0.513,1.31,14.1,0.231,0.747,0.48,0.139,0.46,0.509,97.99,0.424
42015,1610612763,Memphis Grizzlies,82,42,40,0.512,48.4,36.8,83.6,0.44,6.1,18.5,0.331,19.3,24.7,0.783,11.2,30.5,41.6,20.7,13.3,8.8,4.3,5.7,21.7,99.1,-2.2,102.6,105.4,-2.9,0.562,1.56,16.1,0.253,0.751,0.491,0.138,0.477,0.524,95.65,0.483
42015,1610612748,Miami Heat,82,48,34,0.585,48.4,38.4,81.7,0.47,6.1,18.0,0.336,17.1,23.0,0.745,9.8,34.3,44.1,20.8,14.1,6.7,6.5,4.1,18.3,100.0,1.6,104.2,101.5,2.6,0.543,1.48,16.4,0.238,0.778,0.517,0.147,0.508,0.545,95.75,0.525
42015,1610612749,Milwaukee Bucks,82,33,49,0.402,48.4,38.4,82.2,0.467,5.4,15.6,0.345,17.0,22.7,0.748,10.5,31.2,41.7,23.1,15.2,8.2,5.8,5.6,20.7,99.0,-4.2,102.2,105.7,-3.5,0.603,1.52,17.7,0.249,0.731,0.492,0.157,0.499,0.537,96.55,0.483
42015,1610612750,Minnesota Timberwolves,82,29,53,0.354,48.5,37.7,81.3,0.464,5.5,16.4,0.338,21.4,27.0,0.792,10.0,31.5,41.6,23.4,15.0,8.0,4.6,5.2,20.7,102.4,-3.5,104.3,107.1,-2.8,0.619,1.56,17.8,0.243,0.747,0.498,0.153,0.498,0.549,97.59,0.497
42015,1610612740,New Orleans Pelicans,82,30,52,0.366,48.2,38.5,85.9,0.448,8.6,23.8,0.36,17.3,22.2,0.776,9.5,33.1,42.6,22.2,13.4,7.7,4.2,5.2,20.9,102.7,-3.8,103.2,107.3,-4.1,0.577,1.65,16.9,0.212,0.788,0.49,0.135,0.498,0.537,98.91,0.472
42015,1610612752,New York Knicks,82,32,50,0.39,48.3,36.9,84.0,0.439,7.4,21.5,0.346,17.2,21.4,0.805,10.4,34.0,44.4,20.5,13.4,5.7,5.7,4.2,19.7,98.4,-2.7,102.0,104.8,-2.8,0.557,1.53,16.1,0.237,0.758,0.501,0.139,0.483,0.527,95.83,0.487
42015,1610612760,Oklahoma City Thunder,82,55,27,0.671,48.4,41.1,86.4,0.476,8.3,23.7,0.349,19.7,25.2,0.782,13.1,35.6,48.6,23.0,15.9,7.4,5.9,4.5,20.6,110.2,7.3,109.9,103.0,6.9,0.558,1.44,16.8,0.311,0.76,0.547,0.159,0.524,0.565,99.37,0.546
42015,1610612753,Orlando Magic,82,35,47,0.427,48.5,39.5,86.8,0.455,7.8,22.2,0.35,15.2,20.1,0.757,10.3,33.0,43.3,23.6,14.1,8.2,5.1,5.5,20.7,102.1,-1.6,102.6,104.6,-2.0,0.596,1.67,17.7,0.231,0.765,0.494,0.142,0.5,0.533,98.16,0.488
42015,1610612755,Philadelphia 76ers,82,10,72,0.122,48.3,36.2,84.0,0.431,9.3,27.5,0.339,15.7,22.6,0.694,9.5,31.8,41.2,21.5,16.4,8.3,6.0,5.7,21.7,97.4,-10.2,96.6,106.7,-10.0,0.594,1.31,16.3,0.206,0.74,0.464,0.162,0.487,0.519,100.23,0.428
42015,1610612756,Phoenix Suns,82,23,59,0.28,48.1,37.2,85.6,0.435,9.0,25.8,0.348,17.5,23.2,0.751,11.5,33.3,44.8,20.7,17.2,7.7,3.8,5.5,22.7,100.9,-6.7,99.4,107.0,-7.6,0.558,1.21,15.5,0.254,0.771,0.506,0.169,0.487,0.526,100.86,0.45
42015,1610612757,Portland Trail Blazers,82,44,38,0.537,48.3,38.6,85.9,0.45,10.5,28.5,0.37,17.4,23.0,0.754,11.6,33.9,45.5,21.3,14.6,6.9,4.6,5.2,21.7,105.1,0.8,106.1,105.6,0.6,0.552,1.46,16.2,0.259,0.762,0.51,0.148,0.511,0.548,98.31,0.493
42015,1610612758,Sacramento Kings,82,33,49,0.402,48.3,40.0,86.4,0.464,8.0,22.4,0.359,18.5,25.5,0.725,10.6,33.7,44.2,24.5,16.2,8.9,4.5,5.3,20.4,106.6,-2.5,103.3,106.3,-3.0,0.612,1.52,17.7,0.239,0.749,0.496,0.157,0.51,0.546,102.24,0.494
42015,1610612759,San Antonio Spurs,82,67,15,0.817,48.1,40.1,82.9,0.484,7.0,18.5,0.375,16.4,20.4,0.803,9.4,34.5,43.9,24.5,13.1,8.3,5.9,3.9,17.5,103.5,10.6,108.4,96.6,11.8,0.611,1.88,18.9,0.23,0.791,0.52,0.137,0.526,0.564,95.72,0.578
42015,1610612761,Toronto Raptors,82,56,26,0.683,48.2,36.7,81.3,0.451,8.6,23.3,0.37,20.8,26.7,0.777,10.2,33.2,43.4,18.7,13.1,7.8,5.5,5.4,19.6,102.7,4.5,107.0,102.7,4.3,0.511,1.43,15.0,0.246,0.777,0.516,0.136,0.504,0.552,95.31,0.525
42015,1610612762,Utah Jazz,82,40,42,0.488,48.7,36.1,80.4,0.449,8.5,23.9,0.355,17.1,23.0,0.744,10.7,32.5,43.2,19.0,14.9,7.7,5.2,4.7,20.2,97.7,1.8,103.1,101.6,1.6,0.526,1.27,15.2,0.259,0.777,0.519,0.158,0.501,0.54,93.26,0.508
42015,1610612764,Washington Wizards,82,41,41,0.5,48.2,39.5,85.8,0.46,8.6,24.2,0.358,16.5,22.5,0.73,9.1,32.8,41.8,24.5,14.5,8.6,3.9,4.3,20.8,104.1,-0.5,102.9,103.6,-0.7,0.619,1.69,18.2,0.206,0.777,0.486,0.143,0.511,0.544,100.63,0.497
